Medicine,Condition,Reviews,Ratings,Date,Useful Count
Spironolactone,  Acne," I have been taking this medication spironolactone for about 10 months now, 50mg daily, for acne. At first, I thought that it was working. I had many days with completely clear skin, but I’ve realized now that it was just a coincidence. I’m still struggling with acne all over my face and body. I am going to be switching to something else in the near future.”",4,"January 28, 2020",5
Spironolactone,  Acne," 6 months in, I  have a good skin care routine with it and I'm drinking lots of water, yet nothing. I am currently on 125 mg and my skin is just as bad as before. Pretty bummed.”",1,"January 27, 2020",12
Spironolactone,  Acne," UPDATE: Been on the Spiro for 2 weeks now and the side effects are awful! I feel so tired most of the time with absolutely zero energy. I was hoping this medication would be right for me and that I could stick with it but I don't know about that anymore. I am nauseous most of the day and I'm actually supposed to take 50 mg b.i.d (twice daily) but I just can't. So it looks like I will be going on accutane in the near future. I have noticed breast tenderness and they do feel fuller but I can't handle the ""no energy"" part. It works for some people I guess but definitely not for me. I'm sure it takes a while to see results too, like I said, I'm 2 weeks in and my face is worse now than before. Good luck to the rest of you. I hope it works for you.”",2,"January 24, 2020",10
Spironolactone,  Acne," I was on Spiro for 10 months. I probably didn't need to go on it as I would only get cystic pimples around my cycle. My issue was whiteheads and my derm told me Spiro is more for cystic acne but I went on it anyway, desperate. It definitely smoothed and brightened my complexion, but as the doctor said, I still got whiteheads and my skin was never really 100% clear, which is the result I was hoping for. It also made me very tired, dizzy and I had CRAZY mood swings for the whole time I was on it. I was taking 50mg a day and phased myself off of it. I did 25mg for about a month then cut that in half until it was all gone. I was extremely nervous as I heard it can come back once you stop it but I think the phasing out helped. My skin is clear for the most part and I am in a much happier mood all around and have way more energy. Wouldn't recommend unless you really have the right acne for it.”",3,"January 23, 2020",7
Spironolactone,  Acne," I was put on 100 mg  spironolactone for moderate to severe cystic acne nearly 2 years ago. 
I didn't really notice any side effects except extremely inconsistent periods and slightly increased urination. My skin did purge for somewhere between 4 to 6 weeks but after that my acne almost completely cleared, with a few small pimples here and there. After about 9 months, I started getting some cystic pimples but no where near as bad as before.

Currently I would say I almost always have at least 1 (non cystic) pimple, with breakouts and up to 3 cystic around my period. 

It's not perfect, but I'm grateful for spironolactone and the amount it's cleared with minimal side effects (for me) so I would highly recommend people with PCOS related acne give it a go.”",8,"January 20, 2020",10
Spironolactone,  Acne," I was on this medication for about 3 months in hopes to clear up my cystic acne.  I heard about the dreaded purge so was expecting my acne to get worse before it got better, but it just kept getting worse. And worse. And worse.  I took pictures of my face every day during that time, in hopes to compare pictures from week to week to convince myself it was in fact getting better.  I still have those pictures and it was the worst cystic acne I have ever had in my life. I had many large, deep and painful breakouts daily while taking this medication.  Specifically the cystic acne was near my side burns and jaw line.  I even remember going to the pharmacy to pick up my prescription one time and the pharmacist commenting on how bad my acne was and how I would never get rid of the scars. I just kept hoping it would get better but I eventually stopped taking it and the large painful acne went away after a month.”",1,"January 20, 2020",11
Spironolactone,  Acne," After I went off the pill my skin completely broke out along the jawline and cheeks. I then put an IUD in, for contraception purposes, and it seemed to make it even worse. I have been taking Spiro for about 7 months and now I have no pimples whatsoever. I started on 25mg a day, then went up to a dose 50mg after a couple of months and am now on 75mg a day. It did take a while, my jawline cleared up almost immediately but my cheeks took about 5 months. I have also been getting facials with herbal peels and more recently microneedling for the pigmentation from scars. I had absolutely no side effects either.
I am so relieved to have clear skin again although I do worry that I'll have to be on this forever or that it will stop working.”",9,"January 18, 2020",12
Spironolactone,  Acne," After 5 months on this spironolactone medication for acne, my skin is the worst it’s ever been- painful cysts everywhere. Not even makeup can cover. I’m so sad and depressed this didn’t work for me, as I cannot take much for my acne because I am still breastfeeding. The purge was so painful and terrible but I endured it for 5 months hoping to wake up one day to clear skin. Did not work for me. Didn’t experience any of the side effects either.”",1,"January 15, 2020",9
Spironolactone,  Acne, I have been on spironolactone 25 mg 1x a day for 1 week then up to 2x a day for just 4 days now. I have noticed that I've been peeing a little bit more that normal and I am exhausted and I feel nauseated for the most part. I'm going to hang in there and keep taking it unless it gets to the point I can't stand it. My face must already be going through the dreaded purge everyone talks about because I have several cystic pimples closed comedones and painful itchy pustules as well. I am also on tretinoin 0.025 % every night and clindamycin during the day ( which makes my skin very oily so I decided to only use it when skin felt dry. She also gave me a selenium sulfate face wash to use once a day. I will update at once a month has passed to let you all know of any changes. I'm going to hang in there and see if this medicine works for me. I'm hoping and praying it does.”,3,"January 12, 2020",6
Spironolactone,  High Blood Pressure," I was on this medication for a short time for blood pressure, and had noticeable breast growth on one side and increased tenderness on both sides and had to stop taking it because of this, it works very well for helping control my blood pressure but I could not deal with the side effects”",3,"January 10, 2020",18
Spironolactone,  Acne," The thing is, it never fully cleared up my skin. I've been on Spiro for 2 years now, and was still experiencing horrible cystic acne flare ups around my menses. I stopped the medication currently and I'm now breaking out in tons of white heads all over my chin with cystic acne to boot. I would rather have a more permanent solution, and am looking to start Accutane.”",2,"January 8, 2020",1
Spironolactone,  Acne, This is probably gonna be my last review of spirolactone but only because I can’t find any other fantastic things to say that I haven’t already! I have been on spirolactone 100mg daily  for acne for nearly a year now  (started at 25 then gradually increased over the span of 8 months) and I don’t have any acne breakouts any longer. I used to receive some right around my period after 6 months in spirolactone along my jawline but now there’s nothing. Now I’m using exfoliating serums to combat redness and dark spots!  I don’t even experience the frequent urination anymore. Sometimes I do get a bit dizzy if I stand up too quickly but that’s never been a real determining factor to me because it’s so mild. Please stick with it if your symptoms aren’t concerning! This medication saved my confidence!! The purge is worth it! Don’t give up!”,10,"January 8, 2020",14
Spironolactone,  Acne," I’m 29, and taking spiro for acne and alopecia. I’ve had mild to moderate acne my whole life since 13 or 15, and mild hair thinning since 25 that turned more aggressive at 28. I initially started spiro 50mg once a day for 6 months, had initial purge for about 2 months then skin started clearing up slowly. Two months ago, I increased dose to 50mg twice a day and my skin have never been more clear. Have not noticed improvement in my hair yet. I heard it takes at least 6 months at higher dose to notice significant improvement, so I'm still hopeful. Only side effect at higher dose is that it seems to dehydrate me a little, so I make sure i drink a lot of water and use good moisturizing cream.”",9,"January 8, 2020",5
Spironolactone,  Alopecia," spironolactone has been an Absolute miracle drug for my PCOS symptoms. My dose is that  I take one 100mg tablet per dayCramps in my ovary area stopped overnight, acne on face and chest cleared up in a week, and I gained a heap of energy after about a month which has remained with me ever since. My alopecia stopped after about 3 months, and my hair started to grow back. Added bonus: decreased appetite and weight loss - I've lost 10kg this year, of which I would easily attribute 5kg to this medication alone. Only side effect was I fainted once when I first went on it (blood pressure adjustment at the start). I never want to come off this drug, it was completely improved my life for the better. 

”",10,"December 26, 2019",57
Spironolactone,  Hirsutism," I’ve been using spirolatone for nearly a year now for facial hair. I started out at 25 mg, I increased to 50 mg and noticed the darkness going away.  Increased to 100 mg and the coarseness has gone away.  Now I’m taking 200 mg and it’s AMAZING!  I’ve gone through Electrolosis, laser, plucking and now waxing.   I was waxing every week, now I can go 2 weeks.  Even the hair on my arm are lighter.  I told my doctor it’s a miracle medication.   I recommend everyone to try...”",10,"December 22, 2019",37
Spironolactone,  Acne," I just started this drug after being on it previously approximately 2 years ago.  I didn't experience any crazy symptoms previously so I was confident it would be a cake walk.  Boy was I wrong!  I am going into day 4 of taking the med and I have been experiencing stomach issues, nausea, mind fogginess, dizziness, and headaches.  The last straw was I almost fainted the other night.  I am not taking this drug anymore.  The short-term issues are bad enough, but I am afraid of long-term issues that may happen if I continue to do so.  Please be careful and listen to your body.”",,"December 18, 2019",8
Spironolactone,  Acne," I had really bad hormonal acne that started in my early 20s. I tried facials, chemical peels, maca powder, fish oil pills & every other ""natural"" remedy you could think of. Nothing worked or made it worse. I was told to stop eating dairy, which I did for 2 years. Started lo-esterin birth control. I also tried benzoyl peroxide creams, retinol creams,etc. Helped but still had rampant upswings of acne right after my period. Went up on the estrogen level of my BC,  had the same issue. At this point, I was willing to do ANYTHING. My PCP suggested one final option before going to the derm & that was spirolactone. I didn't see results until about 2-3 months after taking it. My skin is clear now! My side effects were urinating frequently, nausea and leg cramping. It always helped if I ate something to avoid nausea, and I started drinking A LOT more water which helped with the cramps. Overall, I'm so happy I tried this medication out and am much more confident than I was in the past few years of my life”",9,"December 16, 2019",15
Spironolactone,  High Blood Pressure, I tried spiro 6 months ago lowered my bp to much had to come off. 100grm. Dr wouldn't listen to my side effects. Dry mouth severe cramps and numbness in left of face and left arm and foot. Sore mouth and tongue and so thirsty and itchy scalp and lots of hair falling out. Was put back on lower dose 1/2 of 25grm. Same night numbness started and fingers started to cramp. Washed hair a few days later and loads fell out. Stopped taking after 12 days. Dr not going to be pleased. This is a dangerous drug. Don't know how far numbness goes if ignored”,1,"December 4, 2019",18
Spironolactone,  Acne," On October 30th, 2019 I started Spiro and Yaz. I had started on accutane in 2018 for minimal acne, but in September of 2019, after I started taking Lo Estrin Fe, I broke out worse than I ever did before accutane. Breakouts continued weekly, even after starting Spiro and Yaz,  I broke out on Wednesdays (weird, I know) and then my skin would heal until the next week when I would breakout on Wednesday. As a 18 year old that’s insecure to begin with, this took an immense toll on my self esteem and prevented me from feeling confident. However just when I thought I was going to breakout yesterday (Wednesday Nov, 2019) my acne cleared and I didn’t have typical cystic breakouts covering my jawline, forehead, chin, and mouth. Be patient and wait out the horrible symptoms initially(the first week I was beyond nauseous and sad) but after that it has been smooth sailing. I’m sorry if you’re going through the purge, keep in mind you are still beautiful and everything heals in time!”",10,"December 4, 2019",22
Spironolactone,  Acne, spironolactone is a life saver for acne!! long story short. I was having minor breakouts and my derm put me on doxycycline which did nothing but break me out worse than I ever had for 2 months.  My derm noticed that this was a hormonal reaction so she put me on 25 mg twice a day spiro along with adapalene and clindamycin nightly.  Wow!!! I have been on it for 2 months now and it is seriously helping so much I have seen so much improvement.  I also took myself off doxy awhile ago which my derm approved of.  It is also helping with scarring. derm just moved me up to 50mg twice a day and so far no symptoms except a decreased appetite.    Highly recommend”,9,"December 3, 2019",8
Spironolactone,  Acne," You know it’s really frustrating to see people post reviews of only being on the medication for 2/3 months and already calling it a day because they don’t realise the purge will happen and is a sign that the medication is working. I tried 50mg for 5 months, zilch nothing nada, contemplated going on Accutane but then my dermatologist upped my dose to 75mg and I’m already seeing a difference . You have to be patient , seriously patient. The side effects are also unbearable but bearable”",7,"December 1, 2019",7
Spironolactone,  Acne," Throw in trash. You will thank me. It will clear up your skin but ruin your life. Crazy weight gain even though zero changes to diet and exercise. Brain fog, killed sex drive, zero energy.  For clear skin? Pass. Now I get to lose the 10 pounds I put on in three months on this.  Google weight gain spirolactone and read the threads. I wish I had... earlier.”",,"November 30, 2019",9
Spironolactone,  Acne," Had I found spironolactone years earlier I would have saved thousands and thousands of dollars on facials, every new acne product at Sephora etc...  In my late thirties I started getting hormonal acne of my chin and neck. It went away for awhile and then got crazy bad in early forties. It sucked so much. Nothing like getting wrinkles and huge zits at same time. Tried everything and then my sister told me about spironolactone. Went to my dermatologist who said yes that is what I should be on and now my hormonal acne is gone. Why it took my sister so long to tell me her secret no idea.  But thank goodness she finally told me.”",10,"November 29, 2019",19
Spironolactone,  Acne," Hello!

I first started experiencing hormonal acne when  I was 22 years old  (28 now) and tried lots of things but finally found spironolactone and found it to be REALLY helpful in clearing my skin...for about a year and a half and then I started getting more and more breakthrough acne.  I had always gotten a zit or two around my period but this was different. I eventually quit taking it because I thought, ""why bother?"".  I tried going the diet and holistic medicine route, but eventually became so ashamed and frustrated that I went back on spiro about 1.5 years ago...now same thing. Randomly out of no where, I have intense breakouts all over again. I am still taking 100mg- never missed a dose. Has anyone else experienced this? Where the drug was working wonderfully and then BOOM just stopped working?”",6,"November 27, 2019",35
Spironolactone,  Acne," Just so everyone knows- your acne will get worse on spironolactone before it gets better, especially if your up your dose fast. I was on spironolactone for 5 years and let me tell you- it was amazing. It made a tremendous difference in my skin and balanced my hormones. Its like birth control 2.0 (although it does not prevent pregnancy of course). 

I highly recommend it to those struggling with hormonal acne, just increase the dose slowly. Spironolactone is a diuretic and your body really needs time to get used to it. You also really have to watch your potassium. Some derms may tell you to increase your spironolactone dose quickly or they may tell you to start out on 50mgs twice daily- but trust me this is not a good idea. It will be hard on your body and hard on your skin for several months. Start on 25mgs twice daily. Stay on this for 3-6 months, then increase to 50mgs twice daily if needed.”",,"November 27, 2019",15
Spironolactone,  Acne," I had acne all over my face, neck, shoulder, chest and back it was getting worst and worst. I started taking  spirolactone 50mg twice daily which I follow for almost 3 months. I self discontinue it because I started having low blood pressure. Only a few days after stopping the med my acne started to come back, which was very depressing. So at the next visit,I  asked her to give the spironolactone in a lower dose 25mg twice daily. After taking it for about a week I started seeing improvement. This time haven't noticed side effects. However, if I start missing doses my acne comes back. I fear when I discontinue to get pregnant what will happen to my acne and worried about the long term side effects. So I will keep using it for now and hopefully some day I won't need it. (Quick note... I don't  have any medical issues except for my acne and am 26y)”",9,"November 27, 2019",7
Spironolactone,  Alopecia," 3 months after I got off birth control pills, my hair started shedding like crazy, so I got on 100mg spironolactone 2 months ago and after the first months my hair stopped shedding completely.”",10,"November 26, 2019",26
Spironolactone,  Alopecia," I have been taking it for 3 months now, and no results yet, hopefully within the 6 month 
I'll see visible results.”",4,"November 20, 2019",17
Spironolactone,  Acne," I have been taking spirolactone for 1.5 months for acne, and my skin has gotten so, so much worse. Like, I went from having small pimples on my cheeks to having a full blown breakout full of pustules, cysts, and these really painful hidden pimples all over my jaw, cheeks, forehead, even my nose!! I have never experienced painful pimples until now! I don’t think I’ll be able to continue on this medication. I know it’s supposed to start being effective in the 3-4 month mark, but there is no way I could wait until then if my skin will be this bad til then. I didn’t think there was supposed to be a purge with his medication, but wow. My poor skin is in terrible condition despite excellent skincare.. I’m so sad.”",,"November 19, 2019",9
Spironolactone,  Acne, I have been on 100mg of Spironolactone for about 6 months now. I was about to give up on this medication and start accutane and so glad I didn't. It has been almost two years always having zits and today I have none! I thought I'd never have clear skin again. I highly recommend giving this medication a try and just remember to be patient.”,10,"November 17, 2019",8
Spironolactone,  Acne," I realize that spirolactone works differently for everyone, and the time frame it takes to work depends on the individual and the severity of acne, but within one month and a half my acne had 75% vanished. Now at two months I've seen a 90-95% clearance of my breakouts. I used to have several breakouts a day so every night I was popping 3-10 pimples. My acne was not cystic (not in the dermis) but I had several painful papules and pustules, and lots of jawline comedones that would erupt into painful pus-filled blemishes. I noticed the jawline clearing up first and within a couple weeks, my cheeks began clearing up, and now I have two old lesions healing on my face from over a week ago. I no longer breakout every single day with painful pimples, and I no longer have to wear lots of makeup to leave my house. In the recent months my diet has been poor and I haven't been working out or drinking enough water, but this medication STILL cleared up my acne in my case.”",10,"November 6, 2019",10
Spironolactone,High Blood Pressure, Seemed better at salt removal. My side effects were it lowered my testosterone and lowered my thyroid levels”,2,"November 5, 2019",14
Spironolactone,  Acne," I’ve been on 50 mg spirolactone for 20 days for my pimples. I know it may take months to see results, but here’s an update: 
I don’t have any actual pimples currently, but my entire face is covered (and I mean every centimeter is covered) by small white pustules. Some are like regular white heads while others are deeply set in and impossible to pop. They’re all over my face but especially dense around my jawline and cheeks (which have always been my problem areas)
I have dryness which is both flaking and also chapped red splotches that I’m sure will go away over time. While my face is dry, it still gets oily by the end of the day so I think I might need to up the dosage. I know it’s supposed to make you pee a lot, but I haven’t noticed so much. Maybe a little more than usual, but nothing drastic. 
I’ve had acne for 11 years, tried everything including accutane . I have moderate-severe hormonal acne and sometimes cystic acne, but birth control severely affects my mood so I can’t be on it.”",7,"November 4, 2019",7
Spironolactone,Acne,"			 Hi I have been diagnosed with telogen effluvium- my hair dramatically fell out over  a 4 week period and I've lost about 50 % 
the top is very thin now. My doctor has prescribed spriolactone at 25 mg but also daily application of minoxidil and I was wondering if anyone has used both together and what the results-symptoms are ?”",,"November 4, 2019",1
Spironolactone,  Alopecia," I hit pre-menopause and my formerly thick head of hair literally started falling out in clumps. Spiro arrested the loss and my hair regrew over a year+ time and then I tried to go off of Spiro a couple of years later as I am on BHRT and stable now. 
Big mistake, after I tapered off exactly 3 months later my hair started coming out at a shocking rate. It is awful, I am sick to my stomach every time I wash my hair I pick up a massive fist sized hair ball. I can just touch my head and hair comes out, it is everywhere, all over the house, my clothes... I am back on Spiro (200mg) and praying every day for the loss to slow. I have lost nearly half my hair volume in 4 weeks :-( I wanted to post as a warning for anyone who stops Spiro...try slowly reducing over a year and in increments, give it a good 3 months before assuming you are ok. I should have done this more gradually to avoid now losing so much hair.”",10,"November 1, 2019",62
Spironolactone,  Acne," This spirolactone is the only thing that has worked for my skin (acne) so far. I had cystic acne that would leave scarring for months and had tried 2 rounds of antibiotics, accutane and many different topicals. However, I think my acne was due to a hormonal imbalance so after the accutane and antibiotics, the acne would come right back. I was at my wits end and decided to ask my dermatologist about spironolactone. I have been on 100mg per day since end of March so about 7 months and my skin has been the best in years. I barely get any breakouts, if I do its only a small zit. I also started seeing results within the first month and only side effects are having to drink more water and go to the bathroom more but its not that bad.”",9,"October 24, 2019",10
Spironolactone,  Acne," I have been put on spironolactone 100 mg daily after suffering from nodulocystic acne this whole year after starting a topical retinoid which I continued to use because my dermatologist told me to.  I now wonder if I have PCOS because I generally feel better, my acne is going away, and my complexion is bright and not dull.  Love this medication.  Some breast soreness but thats about it.”",10,"October 23, 2019",10
Spironolactone,  Hirsutism," I am facing excessive hair growth on my Face. After Lazer treatment my dermatologist advise me tablet Spironolactone 100mg tablet for a month, after one week use I am suffering headache and am depressed. I am disappointed”",1,"October 20, 2019",6
Spironolactone,  Acne," Hello acne community, 

Two months ago, I was just starting this medication.  I was reading through all of these reviews feeling very optimistic about the progress my skin was going to make.  

I am here to just share my story to warn.  After the first two weeks on spironolactone my skin took a horrible turn, and I looked worse than I ever had.  I kept waiting it out thinking it was just the purging period even though this medication wasn't supposed to cause purging.  Two months after the start of this medication I could not continue with it.  I had lost all hope.  I went off of the medication and within the first day I started to feel and look better.  

If it doesn't feel right talk to your Dr.  I wish I had sooner.”",1,"October 17, 2019",10
Spironolactone,  Alopecia," Been on spironolactone 100mg and a year ago increased to 200mg. Since then I notice little  skin lesions, they're not itchy just red. I've seen a few doctors and my dermatologist who say it's eczema and gave me a steroid cream. Start of this year I reduced my dose of spirolactone from 200mg to 100mg then 50mg and my hair thinned unfortunately but I noticed my lesions fading. I increased my dose back to 200mg and lesions are back , I feel the spiro is the cause. If I reduce spiro my hair thins if I don't I'm getting a rash. Recently I've started the utoimmune protocol (AIP) diet  as I've heard can help with autoimmune diseases, so no dairy, wheat, sugar and nightshades then I'll go onto Paleo diet. If anyone else has had the issue with spirolactone and rashes, please comment, if you have gone onto a diet that has improved symptoms , did you stop spiro soon as you started the diet? or continue to take them until improvements were seen from the diet then stop?”",6,"October 17, 2019",18
Spironolactone,  Acne," I am a 41. Have struggled with acne since I was a teen.  Last year (40th) I decided to have a last ditch attempt at sorting out my acne. I asked my GP to refer me to a dermatologist. I paid to go privately to speed up the process. I was prescribed 100mg Spironolactone twice daily. My expectations were low. One year on my skin is AMAZING.  I don't get cysts and spots any more. I have gained so much confidence and spend so little time thinking about my skin. So if like me you feel you have given up hope, I suggest you give this a go. A note of caution is that in the first 3-4months my skin purged terribly. It was awful and I nearly gave up. Also felt incredibly thirsty and couldn't stop going to the loo (they are a diuretic and make you pee). This has however all settled down. Body seems to have adjusted. No other side effects. Weight has remained normal and I feel great. So my advice is... stick with it and you will see the benefit. Good luck if you are suffering. Don't give up.”",10,"October 16, 2019",29
Spironolactone,  Acne," Started taking 100 mg spironolactone in June 2019  and saw visible results in my acne in 5 days of taking it. I suffered from the extremely tiny bumps all over my face not really pimples but under the skin bumps that had to be pushed out or they would remain regardless. My face routine: Any wash or water and extreme moisture Cerave , Aloe Vera, and Vaseline!  This is the only tough moisture barrier for the dry TX winter. Main side effect for me was exhaustion; sleep for 4 extra hours and sleep all throughout the night. I began to take it at night.  Now on 150 mg in response to being taken off of antibiotics.  Miracle drug, I am the only one in my family that suffers from acne my entire family including extended is known for there porcelain brown skin.
 Spironolactone has brought my period to be more regular.  In addition to that I have noticed some boob growth & they are sore at all times not an unbearable amount but noticeable. Though I don't plan to be on it forever I would do it all over again.”",9,"October 15, 2019",10
Spironolactone,  Acne," Please reconsider before starting this. Helped my acne, side effects are not worth it. I had no idea how lucky I was before taking this, just to feel no pain. Now I am 10 months off of this drug and I am still in pain every day. Was on it 6 months 25 mg 2x a day. In Jan, started feeling side effects: brain fog, fatigue, dizziness, loss of libido. Then chest pains/intense anxiety. Asked my dr if I could quit cold turkey? She said sure. Then...the next two weeks were so bad. Severe anxiety, panic attacks, tremors, short of breath, stomach pains, nausea, diarrhea, depression, irregular heart beat, arm numbness, chest pain, all day every day. Ears ringing, sleep problems. Lost 25 lbs. Horrible. No drs had any advice, answers, or wanted to help. Ever since then the symptoms remain, but SLOWLY get better over time. Today I am better but still have chest pain, ear ringing, and digestive issues every day. Please do research, know the effects it could have. I would take acne any day over this.”",1,"October 13, 2019",15
Spironolactone,  Acne," I'm in my late 20s, with an onset of cystic acne. I had stopped BC combo pill (that I was taking for acne) due to lack of insurance coverage and decided (once insured again) to take a different route. 

I have been taking Spironolactone for about 1 year (50 mg x2 daily). It has cleared up my acne fully... but at a cost of a barrage of side effects (excessive fatigue, constant peeing, irregular periods, anxiety, night terrors, mood swings, borderline low blood pressure). It's been exhausting combating the side effects and led me to stop the medication and go back to BC combo pill.

I do recommend the drug since it works but only in low doses (25mg). Once I started doing 100mg daily, the side effects just overwhelmed me.”",5,"October 10, 2019",10
Spironolactone,  Acne," This was the last thing my dermatologist wanted to try before we finally tried Accutane. I was on it for 4 months total and had gone up to 150mg. Sometimes I thought it was working but then I’d still have a bad breakout every few weeks. I had to stop because of the side effects in addition to not seeing effectiveness. Even while on the birth control pill I had my period more often than not. I also developed ovarian cysts, which are not listed as a potential side effect but my obgyn seemed to agree that they could have been triggered by the spiro. When I stopped taking my period stopped and went back to normal after 2 days and the pain from the cysts went away after a few months.”",,"October 10, 2019",12
Spironolactone,  Acne," This medication spironolactone literally saved my confidence. I’m a 25 female and I didn’t have serious issues with my acne until I literally turned 25. And it was bad just along my jaw, a bit on my checks and sides of my neck just below the jawlines. It was painful and it itched! I’m so incredibly thankful that I knew about spiro before I had my first big break out so I knew exactly what to request from my doctor so to combat the cystic acne. I’ve been taking this medication for about 8 months now and am now starting to see lasting improvement. Everything everyone says about waiting at least 3 or 4 months before you give up is right!! This medication doesn’t work overnight like we all might hope. But the results are worth the wait. If there was an option to post pictures I’d share in a heartbeat! You all are beautiful and please give the medicine a chance to work! (Only negative side effects I’ve ever had was standing up too fast and getting a lil dizzy)”",,"October 3, 2019",25
Spironolactone,  Acne," After taking the medicine spironolacton for about a week, for acne I started experiencing severe dizziness. I felt like I was going to fall over. While this may be known to help with acne, it is not really there to treat it. This is a medication to treat high BP. If your blood pressure runs low, do NOT take this medicine.”",1,"October 3, 2019",5
Spironolactone,  Acne, I am 35 year old and with the worst skin of my life after spironolactone. I never had terrible skin but always have fought off breakouts and seemed to always have 1 blemish. I started the beauty counter acne line last November and it made my skin terrible. I went to the dermatologist and he put me on 50mg of spironalactone and I immediately started to break out everywhere and in places I never break out. I went back 2 months later and was upped to 100mg. My skin continued to be terrible and much worse than before starting the medication. After 7 months I am giving up on spironolactone and left with lots of scarring and new acne from the last 7 months.”,1,"September 27, 2019",8
Spironolactone,  Acne," I was on accutane 6 years ago & had great results for 2 years then acne came back despite being vegan, GF , refined sugar free, & plant based. have been on the pill for 6 years. I have tried easily $1000 worth of topicals over the years and none of them helped. I did NOT want to go on antibiotics (I get my acne from my mom who also was not cured by accutane & topicals. She had liver failure due to acne antibiotics). Spiro was the LAST option I could try. I lasted ONE WEEK on 100mg before my dr had me stop taking it due to such severe stomach problems. The CONSTANT built up gas, bloating, and constipation were 8/10 pain scale. I’m normally someone with visible ab muscles, but my stomach looked 8 months pregnant for an entire week. Laxatives, magnesium, peppermint/ginger/detox teas, warm lemon water, nothing even LESSENED the pain. I've never experienced such insane GI problems. The nurse said it was NOT my body getting used to it, but just how my body reacted.”",1,"September 27, 2019",5
Spironolactone,  Acne," My advice would be to try out spirolactone and see if it helps your acne! You can stop taking it if the side effects are unpleasant. I was on 50 mg for 2 years and I had no skincare routine while on it which was a mistake. Please make sure to combine this with a topical such as benzoyl peroxide or Tretinoin to get the full benefits. It gave me a 85% reduction in acne, my hair was a lot longer and thicker, body hair grew more slowly. But the side effects were too much for me (heart palpitations, panic attacks, peeing all the time). I couldn't see myself taking the drug forever which you will need to or else your acne will come back. Which is why I'm opting for accutane now.”",8,"September 26, 2019",8
Spironolactone,  Acne," Been taking spironolactone  for acne since the beginning of summer (June) 50mg, upped my dose to 100mg but gave me the worst panic attacks so had to go back down . Can’t say it’s really done much at all in the way of progress. My skins still awful and I’m now knowing I’ll have to go onto roaccutane with severe mental health issues. Works for some people but I’d say if you have any kind of mood disorder be very careful as I ended up in hospital”",2,"September 12, 2019",6
Spironolactone,  Acne," This drug spirolactone basically cured my hormonal acne. Took a few months for it to take effect. Once it did, my acne went away. The best part though, is that after a couple years of taking the drug, my dermatologist suggested I try a lower dose, I did so and it continued to work, so I decided to lower again and again until I tried without and my acne NEVER came back!!!  I personally never had a single side effect from the medication but it exceeded all expectations for me.  I even recommended it to my friend who has cystic acne and it has helped her tremendously.”",10,"September 10, 2019",19
Spironolactone,  Acne," This pill spironolactone was a life changer. I've had acne my whole life, Not your normal zits either. 1 month on these pills and my face was 80% cleared. However, it is a water pill. Be prepared to pee twice as much.”",8,"September 7, 2019",5
Spironolactone,  Acne," I am so so so so grateful wow! I’ve had acne since I was around like 12 until I was 18 when I started spironolactone. I was extremely sad about my acne and it had really affected my moods and definitely my sleep (constantly thinking and worrying about it) for years on end. I was very close to starting accutane (which I’m happy I didn’t - it’s a very intense drug) when my dermatologist recommended spirolactone. I’m extremely happy I chose to start taking it because my acne has gone from horrible to really amazing skin, I no longer feel like I can’t go outside without a full face of makeup! I know the feeling of being unsure about wether or not to start a drug but I would really really recommend spironolactone. I hope it helps you as it has me! It will get better! :)”",10,"September 7, 2019",14
Spironolactone,  Hirsutism," I suffer of hirsutism for while now, more in my face area. I had take Spironolactone 50mg about 2 years ago and didn't see any change. I was constantly having headaches and I stop taking them for a while.  A few month ago my Dermatology prescribed Spironolactone 100mg.  This time I'm using a different pharmacy and the pills have a minty taste and smell compared to  the one from my previous pharmacy 2 years ago.  I decided to stop taking them again this time because I'm staring to get headaches again and my hair is thinner than before, causing my hair to break easily. So now that I stop taking Spironolactone I'm losing my hair like CRAZY. I don't now why this is happening and if it will stop eventually. Just beware of this side effects.”",2,"August 28, 2019",3
Spironolactone,  Acne," I have had hormonal acne since July 2018 after I turned 27.
Before that I had perfect skin.
I would get nodule, cysts and whiteheads on jawline chin and forehead. After trying everything on the market including antibiotics I decided to try spiro before my last resort accutane.
I'm on 100 mg a day for almost two months and a half now and I'm soooo happy with my skin. I still get a cyst here and there but I no longer get the daily ones I used to. This is a great improvement from 2 months ago and I can only imagine how much better I'll get in the 3-5 month mark. 
Aside from having to pee and nausea that's its causing me I don't care because I got my confidence back. It also helped with the oiliness of my skin and my hair shedding. I looooove this medication. Thank you spironolactone!!!!”",8,"August 28, 2019",11
Spironolactone,  Acne," I'll say that spironolactone helped my acne. Very much so.. I still would get pimples but not like I do when I don't take it.. I will say this.. I am 35 and have taken this medicine off and on for over 10 years. I truly believe it causes serious side affects. Dizzy, headaches, mood swings, bad anxiety, horrible cramps, stomach pain, acid reflux I could keep going. I even have this heart thing that I get sometimes. Really fast flutters. I've gotten sick really bad a few times since I've been on it and I never put 2 and 2 together until now. When I'm off of it all those problems go away. I will never take this again and I pray none of this is permanent. I have 6 children and want to be ok for them.”",4,"August 27, 2019",8
